DepMap_ID,stripped_cell_line_name,Drug name,Drug Id,Cell line name,Cosmic sample Id,TCGA classification,Tissue,Tissue sub-type,IC50,AUC,Max conc,RMSE,Z score,Dataset version,New_Cell line name
ACH-000001,NIHOVCAR3,Trametinib,1372,OVCAR-3,905933,OV,urogenital_system,ovary,2.5693661578480174,0.9699918485901642,1.0,0.076000642329643,1.0711768297985904,GDSC2,NIHOVCAR3
ACH-000001,NIHOVCAR3,XAV939,1268,OVCAR-3,905933,OV,urogenital_system,ovary,5.30745619979719,0.977564555091286,10.0,0.08785752727912,0.8944417281452259,GDSC2,NIHOVCAR3
ACH-000001,NIHOVCAR3,Gefitinib,1010,OVCAR-3,905933,OV,urogenital_system,ovary,3.066498126631126,0.9658601390929092,2.0,0.0557207408373597,-0.1107855607095157,GDSC2,NIHOVCAR3
ACH-000001,NIHOVCAR3,Lapatinib,1558,OVCAR-3,905933,OV,urogenital_system,ovary,4.638173643985224,0.9650064421059258,10.0,0.0197381454219839,1.0506986887164893,GDSC2,NIHOVCAR3
ACH-000001,NIHOVCAR3,MIM1,1996,OVCAR-3,905933,OV,urogenital_system,ovary,2.408262901204349,0.8679751781276438,10.0,0.0543871003638363,-1.3777043591930451,GDSC2,NIHOVCAR3
ACH-000001,NIHOVCAR3,Rapamycin,1084,OVCAR-3,905933,OV,urogenital_system,ovary,-1.9269530706803368,0.9561046739249804,0.02,0.0574727168958841,0.084549262992323,GDSC2,NIHOVCAR3
ACH-000001,NIHOVCAR3,Niraparib,1177,OVCAR-3,905933,OV,urogenital_system,ovary,5.419512951232614,0.9791991643262576,10.0,0.0864691305865694,0.8075716106989136,GDSC2,NIHOVCAR3
ACH-000001,NIHOVCAR3,Talazoparib,1259,OVCAR-3,905933,OV,urogenital_system,ovary,3.50770443397364,0.928790782474286,10.0,0.0871741807281862,0.2591456555478729,GDSC2,NIHOVCAR3
ACH-000001,NIHOVCAR3,MIRA-1,1931,OVCAR-3,905933,OV,urogenital_system,ovary,5.882351295588481,0.984825356717829,10.0,0.0307863241401829,0.1440972238575763,GDSC2,NIHOVCAR3
ACH-000001,NIHOVCAR3,SCH772984,1564,OVCAR-3,905933,OV,urogenital_system,ovary,4.262212438121499,0.9716054510198768,5.0,0.100406553336368,1.0865933767155624,GDSC2,NIHOVCAR3
ACH-000001,NIHOVCAR3,AZ6102,2109,OVCAR-3,905933,OV,urogenital_system,ovary,3.4349434249053936,0.9256307284261118,10.0,0.073622871985649,0.8096166106552647,GDSC2,NIHOVCAR3
ACH-000001,NIHOVCAR3,Oxaliplatin,1089,OVCAR-3,905933,OV,urogenital_system,ovary,5.742135307880408,0.9832965062718612,10.0,0.066721484662357,1.234837606474766,GDSC2,NIHOVCAR3
ACH-000001,NIHOVCAR3,EPZ5676,1563,OVCAR-3,905933,OV,urogenital_system,ovary,6.085005888546696,0.9867991195386668,10.0,0.0874507896859601,0.2488710324130341,GDSC2,NIHOVCAR3
ACH-000001,NIHOVCAR3,Nilotinib,1013,OVCAR-3,905933,OV,urogenital_system,ovary,4.756793603722976,0.9891313987256652,10.0,0.0726696224705973,0.8674479569773698,GDSC2,NIHOVCAR3
ACH-000001,NIHOVCAR3,Fulvestrant,1200,OVCAR-3,905933,OV,urogenital_system,ovary,2.765032813641536,0.973649870092664,1.0,0.0662865641638452,-0.3550120757279149,GDSC2,NIHOVCAR3
ACH-000001,NIHOVCAR3,I-BET-762,1624,OVCAR-3,905933,OV,urogenital_system,ovary,4.066850579317958,0.949503767848706,10.0,0.0360536084406992,0.5379049643021886,GDSC2,NIHOVCAR3
ACH-000001,NIHOVCAR3,WIKI4,1940,OVCAR-3,905933,OV,urogenital_system,ovary,3.007456029604254,0.9046802253461912,10.0,0.0962191138519574,-0.8708161953628408,GDSC2,NIHOVCAR3
ACH-000001,NIHOVCAR3,PFI3,1620,OVCAR-3,905933,OV,urogenital_system,ovary,5.713746120885372,0.9829694598809916,10.0,0.0596872643384641,0.3419975953210964,GDSC2,NIHOVCAR3
ACH-000001,NIHOVCAR3,Navitoclax,1011,OVCAR-3,905933,OV,urogenital_system,ovary,2.0782053840507224,0.8439408480100153,10.0,0.1316012430633119,0.0895924096025677,GDSC2,NIHOVCAR3
ACH-000001,NIHOVCAR3,UMI-77,1939,OVCAR-3,905933,OV,urogenital_system,ovary,2.0808244373536047,0.8441422453267406,10.0,0.1466099098406628,-0.678923959113568,GDSC2,NIHOVCAR3
ACH-000001,NIHOVCAR3,RVX-208,1625,OVCAR-3,905933,OV,urogenital_system,ovary,5.65262737175697,0.9822444260483928,10.0,0.0614631512934356,0.738374968221292,GDSC2,NIHOVCAR3
ACH-000001,NIHOVCAR3,WZ4003,1614,OVCAR-3,905933,OV,urogenital_system,ovary,5.421609698524856,0.9792286465780896,10.0,0.0838296534687575,1.1713136105838278,GDSC2,NIHOVCAR3
ACH-000001,NIHOVCAR3,5-Fluorouracil,1073,OVCAR-3,905933,OV,urogenital_system,ovary,5.259981820678183,0.953495553426092,32.0,0.0561696339913306,0.3382028163180969,GDSC2,NIHOVCAR3
ACH-000001,NIHOVCAR3,Dabrafenib,1373,OVCAR-3,905933,OV,urogenital_system,ovary,5.771424045772404,0.9836276006572424,10.0,0.0302476217820473,0.6467985506673432,GDSC2,NIHOVCAR3
ACH-000001,NIHOVCAR3,PRT062607,1631,OVCAR-3,905933,OV,urogenital_system,ovary,5.695679544986289,0.9827581459839348,10.0,0.1099209105567395,1.7682084329756134,GDSC2,NIHOVCAR3
ACH-000001,NIHOVCAR3,Elephantin,1835,OVCAR-3,905933,OV,urogenital_system,ovary,3.444278749306306,0.8900598913832264,20.0,0.0922280610424722,-0.0916037946654686,GDSC2,NIHOVCAR3
ACH-000001,NIHOVCAR3,Fludarabine,1813,OVCAR-3,905933,OV,urogenital_system,ovary,5.642719793412089,0.9714961539798,20.0,0.0523585304086801,0.4266972357817119,GDSC2,NIHOVCAR3
ACH-000001,NIHOVCAR3,Wnt-C59,1622,OVCAR-3,905933,OV,urogenital_system,ovary,3.997981812670081,0.9472731807311524,10.0,0.050585468821784,-0.2548563254107944,GDSC2,NIHOVCAR3
ACH-000001,NIHOVCAR3,Irinotecan,1088,OVCAR-3,905933,OV,urogenital_system,ovary,3.8707911750374366,0.9479602296807036,10.0,0.0687893985350907,0.5888993313820544,GDSC2,NIHOVCAR3
ACH-000001,NIHOVCAR3,AZD8186,1918,OVCAR-3,905933,OV,urogenital_system,ovary,2.069054429109993,0.8432358347715283,10.0,0.1029896166451216,-0.9917818345652364,GDSC2,NIHOVCAR3
ACH-000001,NIHOVCAR3,LY2109761,1852,OVCAR-3,905933,OV,urogenital_system,ovary,4.500635394876868,0.961729683109994,10.0,0.0408670418105155,-0.7587001895283983,GDSC2,NIHOVCAR3
ACH-000001,NIHOVCAR3,AZD2014,1441,OVCAR-3,905933,OV,urogenital_system,ovary,3.4089930893746847,0.9367040967948702,10.0,0.1011595921789465,0.9715162651387296,GDSC2,NIHOVCAR3
ACH-000001,NIHOVCAR3,Topotecan,1808,OVCAR-3,905933,OV,urogenital_system,ovary,0.6893544283960781,0.8292978971829074,3.0,0.0779451086483042,0.2853154573211486,GDSC2,NIHOVCAR3
ACH-000001,NIHOVCAR3,AGI-5198,1913,OVCAR-3,905933,OV,urogenital_system,ovary,4.141483019022232,0.9518270161296698,10.0,0.0714683850969448,-0.7469891705717229,GDSC2,NIHOVCAR3
ACH-000001,NIHOVCAR3,VE-822,1613,OVCAR-3,905933,OV,urogenital_system,ovary,4.652500504244145,0.9781348631829072,5.0,0.0791268583512347,0.8304489856024518,GDSC2,NIHOVCAR3
ACH-000001,NIHOVCAR3,Epirubicin,1511,OVCAR-3,905933,OV,urogenital_system,ovary,-0.521242490701932,0.8200241901306146,1.0,0.0437407346377283,0.2468131579833176,GDSC2,NIHOVCAR3
ACH-000001,NIHOVCAR3,Erlotinib,1168,OVCAR-3,905933,OV,urogenital_system,ovary,2.213251750318899,0.9412043210169448,2.0,0.0872871481970776,-0.2539110490515432,GDSC2,NIHOVCAR3
ACH-000001,NIHOVCAR3,ML323,1629,OVCAR-3,905933,OV,urogenital_system,ovary,4.189799444959581,0.928318079729731,20.0,0.0580746632457949,-0.335271185968138,GDSC2,NIHOVCAR3
ACH-000001,NIHOVCAR3,PD173074,1049,OVCAR-3,905933,OV,urogenital_system,ovary,4.822175663345081,0.9896132906124616,10.0,0.0680203792936277,0.4176755992235667,GDSC2,NIHOVCAR3
ACH-000001,NIHOVCAR3,Cytarabine,1006,OVCAR-3,905933,OV,urogenital_system,ovary,3.0331148618942514,0.9651064336085023,2.0,0.0644865768579429,0.7031213034588287,GDSC2,NIHOVCAR3
ACH-000001,NIHOVCAR3,BMS-345541,1249,OVCAR-3,905933,OV,urogenital_system,ovary,4.2121168064304095,0.9539382455134144,10.0,0.0949426840264648,0.6796944043233665,GDSC2,NIHOVCAR3
ACH-000001,NIHOVCAR3,Taselisib,1561,OVCAR-3,905933,OV,urogenital_system,ovary,2.411380344856203,0.8830483900257516,10.0,0.054667854963377,0.2258475371482732,GDSC2,NIHOVCAR3
ACH-000001,NIHOVCAR3,Temozolomide,1375,OVCAR-3,905933,OV,urogenital_system,ovary,6.854101646915494,0.983448255908732,30.0,0.0644518654015112,0.4024853591542467,GDSC2,NIHOVCAR3
ACH-000001,NIHOVCAR3,AZD4547,1786,OVCAR-3,905933,OV,urogenital_system,ovary,3.01672393828222,0.9777430398046196,10.0,0.0983616883997119,0.0092155313761033,GDSC2,NIHOVCAR3
ACH-000001,NIHOVCAR3,Sinularin,1838,OVCAR-3,905933,OV,urogenital_system,ovary,4.54439563209518,0.9833675021416592,3.0,0.0368822242200921,0.9603583136858808,GDSC2,NIHOVCAR3
ACH-000001,NIHOVCAR3,GNE-317,1926,OVCAR-3,905933,OV,urogenital_system,ovary,0.6861299394222359,0.7147598682363475,10.0,0.0553190553208485,0.0821536705104752,GDSC2,NIHOVCAR3
ACH-000001,NIHOVCAR3,Gemcitabine,1190,OVCAR-3,905933,OV,urogenital_system,ovary,2.8268769641953324,0.9361410670051848,10.0,0.2831806005185986,0.9280167785282406,GDSC2,NIHOVCAR3
ACH-000001,NIHOVCAR3,Podophyllotoxin bromide,1825,OVCAR-3,905933,OV,urogenital_system,ovary,-1.232846528662999,0.7544043062997251,1.0,0.098318585519096,-0.4619732513083225,GDSC2,NIHOVCAR3
ACH-000001,NIHOVCAR3,LCL161,1557,OVCAR-3,905933,OV,urogenital_system,ovary,4.188354243308342,0.953237333995542,10.0,0.1033489169536326,-0.683536017851653,GDSC2,NIHOVCAR3
ACH-000001,NIHOVCAR3,Tamoxifen,1199,OVCAR-3,905933,OV,urogenital_system,ovary,3.816672272429885,0.9409857058333336,10.0,0.0755348591633457,0.0409170000171481,GDSC2,NIHOVCAR3
ACH-000001,NIHOVCAR3,YK-4-279,1239,OVCAR-3,905933,OV,urogenital_system,ovary,1.5925500665824712,0.737131159413011,20.0,0.0948135099398648,-0.4362469202874292,GDSC2,NIHOVCAR3
ACH-000001,NIHOVCAR3,Bortezomib,1191,OVCAR-3,905933,OV,urogenital_system,ovary,-5.138404966900732,0.7550488734845413,0.02,0.1178407335580505,-0.3408569990370713,GDSC2,NIHOVCAR3
ACH-000001,NIHOVCAR3,Camptothecin,1003,OVCAR-3,905933,OV,urogenital_system,ovary,-0.2677949723757559,0.9574805004858404,0.1,0.048191447824545,0.8984872716088985,GDSC2,NIHOVCAR3
ACH-000001,NIHOVCAR3,Vinorelbine,2048,OVCAR-3,905933,OV,urogenital_system,ovary,-2.630302528319919,0.8358594299613595,0.1,0.1200441180632271,0.1879508964826725,GDSC2,NIHOVCAR3
ACH-000001,NIHOVCAR3,Dactolisib,1057,OVCAR-3,905933,OV,urogenital_system,ovary,-1.5776921877604158,0.8464646536025964,0.25,0.0827084271733716,-0.0229119184021593,GDSC2,NIHOVCAR3
ACH-000001,NIHOVCAR3,Wee1 Inhibitor,1046,OVCAR-3,905933,OV,urogenital_system,ovary,2.0794576014518857,0.8440371609380198,10.0,0.1143971147407341,-0.0354551757546434,GDSC2,NIHOVCAR3
ACH-000001,NIHOVCAR3,Cediranib,1922,OVCAR-3,905933,OV,urogenital_system,ovary,1.8515535006456711,0.8258738158985433,10.0,0.0975066997676193,-0.2492708189916538,GDSC2,NIHOVCAR3
ACH-000001,NIHOVCAR3,AZD5582,1617,OVCAR-3,905933,OV,urogenital_system,ovary,4.330046426835208,0.9572801620311064,10.0,0.0855798548064058,0.998806560890626,GDSC2,NIHOVCAR3
ACH-000001,NIHOVCAR3,Afuresertib,1912,OVCAR-3,905933,OV,urogenital_system,ovary,2.3353671872508106,0.8629013384041689,10.0,0.0687456597676154,-0.162780778071724,GDSC2,NIHOVCAR3
ACH-000001,NIHOVCAR3,Dasatinib,1079,OVCAR-3,905933,OV,urogenital_system,ovary,0.3760993106060464,0.8509441599970045,2.0,0.1113039125039699,-0.5091418282304734,GDSC2,NIHOVCAR3
ACH-000001,NIHOVCAR3,Pevonedistat,1529,OVCAR-3,905933,OV,urogenital_system,ovary,2.224945153752889,0.8549620868403985,10.0,0.0911998282424812,0.6364174524320987,GDSC2,NIHOVCAR3
ACH-000001,NIHOVCAR3,Vorinostat,1012,OVCAR-3,905933,OV,urogenital_system,ovary,2.4195012896299914,0.8687455715967997,10.0,0.1043503316722257,0.8370027103764895,GDSC2,NIHOVCAR3
ACH-000001,NIHOVCAR3,CZC24832,1615,OVCAR-3,905933,OV,urogenital_system,ovary,5.865437383861262,0.9846483324197532,10.0,0.0354239084369436,0.6497030213447911,GDSC2,NIHOVCAR3
ACH-000001,NIHOVCAR3,Savolitinib,1936,OVCAR-3,905933,OV,urogenital_system,ovary,2.028016892042076,0.9572953782753288,1.0,0.0821060419466775,-0.5925832307342246,GDSC2,NIHOVCAR3
ACH-000001,NIHOVCAR3,AZD7762,1022,OVCAR-3,905933,OV,urogenital_system,ovary,0.7710116388949726,0.7237582464522837,10.0,0.0347360116132259,0.3711743794148983,GDSC2,NIHOVCAR3
ACH-000001,NIHOVCAR3,Gallibiscoquinazole,1830,OVCAR-3,905933,OV,urogenital_system,ovary,3.0602963034522555,0.9783876959622364,1.0,0.0547493196349373,0.406690590214583,GDSC2,NIHOVCAR3
ACH-000001,NIHOVCAR3,PLX-4720,1036,OVCAR-3,905933,OV,urogenital_system,ovary,5.3709087493775005,0.9785045165727672,10.0,0.0667477562030525,0.6728893954249571,GDSC2,NIHOVCAR3
ACH-000001,NIHOVCAR3,OF-1,1853,OVCAR-3,905933,OV,urogenital_system,ovary,2.4399285299509086,0.8701377614527952,10.0,0.0581226237134506,-1.5198663587143293,GDSC2,NIHOVCAR3
ACH-000001,NIHOVCAR3,Entinostat,1593,OVCAR-3,905933,OV,urogenital_system,ovary,3.9121182094374367,0.9443720219887792,10.0,0.0567847052483988,1.064501596432086,GDSC2,NIHOVCAR3
ACH-000001,NIHOVCAR3,AZD1208,1449,OVCAR-3,905933,OV,urogenital_system,ovary,5.496110349047611,0.9860454880841752,10.0,0.0878543377900258,0.0610726193707272,GDSC2,NIHOVCAR3
ACH-000001,NIHOVCAR3,Docetaxel,1007,OVCAR-3,905933,OV,urogenital_system,ovary,-3.9069509203379376,0.8916472113916891,0.0125,0.0890850852009101,0.3089434546033512,GDSC2,NIHOVCAR3
ACH-000001,NIHOVCAR3,GSK1904529A,1093,OVCAR-3,905933,OV,urogenital_system,ovary,4.307307500973534,0.9566531780374874,10.0,0.0712773993208571,-0.0723875438473728,GDSC2,NIHOVCAR3
ACH-000001,NIHOVCAR3,Palbociclib,1054,OVCAR-3,905933,OV,urogenital_system,ovary,6.020365050588687,0.9877701497715052,10.0,0.0269303302121324,1.644318701199864,GDSC2,NIHOVCAR3
ACH-000001,NIHOVCAR3,Ulixertinib,1908,OVCAR-3,905933,OV,urogenital_system,ovary,3.339024290061877,0.921289272377174,10.0,0.1050051055383707,0.5574723336358894,GDSC2,NIHOVCAR3
ACH-000001,NIHOVCAR3,GSK343,1627,OVCAR-3,905933,OV,urogenital_system,ovary,3.4866005489338363,0.9838253093098926,1.0,0.0496338077246586,0.5839834871673276,GDSC2,NIHOVCAR3
ACH-000001,NIHOVCAR3,Pyridostatin,2044,OVCAR-3,905933,OV,urogenital_system,ovary,4.251876328485466,0.955090138082572,10.0,0.0107869114695803,0.5147121766104171,GDSC2,NIHOVCAR3
ACH-000001,NIHOVCAR3,Vinblastine,1004,OVCAR-3,905933,OV,urogenital_system,ovary,-4.998142104917528,0.5918134721695621,0.1,0.1613817354225243,-0.6831132288035916,GDSC2,NIHOVCAR3
